ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price
957,,"Фасоль стручковая «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/fasol-struchkovaya-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-fasol-struchkovaya-600x400.jpg,,,,760.00 KZT,
924,,"Луковые кольца зам., 1000 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/lukovye-kolca-zam-1-kg/,https://baron.kz/image/cache/catalog/catalog/frozen/lukovye-kolca-600x400.jpg,,,,2750.00 KZT,
956,,"Ягодный коктейль «Мираторг» зам., 300 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/yagodnyj-koktejl-miratorg-zam-300-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-yagodnyj-koktejl-600x400.jpg,,,,940.00 KZT,
1190,,"Испанская смесь «Мираторг» зам, 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/ispanskaya-smes-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/ispanskaya-smes-miratorg-zam-400-g-600x400.jpg,,,,1060.00 KZT,
1414,,"Бельгийская смесь «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/belgijskaya-smes-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/belgijskaya-smes-miratorg-zam-400-g-600x400.jpg,,,,960.00 KZT,
1049,,"Смесь Рататуй «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/smes-ratatuj-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorgratatui-600x400.jpg,,,,750.00 KZT,
963,,"Цветная капуста «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/cvetnaya-kapusta-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-cvetnaya-kapusta-600x400.jpg,,,,865.00 KZT,
1641,,"Киноа с овощами и базиликом «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/kinoa-s-ovoshchami-i-bazilikom-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/kinoa-s-ovoshchami-i-bazilikom-miratorg-zam-400-g-600x400.jpg,,,,1105.00 KZT,
2048,,"Смородина черная «Мираторг» замороженная, 300 г",https://baron.kz/index.php?route=product/product&path=198_225&product_id=2048,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/smorodina-chernaya-miratorg-zamorozhennaya-300-g-600x400.jpg,,,,1160.00 KZT,
964,,"Итальянская смесь «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/italyanskaya-smes-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-italyanskaya-smes-600x400.jpg,,,,925.00 KZT,
952,,"Картофель по-деревенски с травами «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/kartofel-po-derevenski-s-travami-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-kartofel-po-derevenski-600x400.jpg,,,,840.00 KZT,
955,,"Овощи-гриль с итальянскими травами «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/ovoshchi-gril-s-italyanskimi-travami-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-ovoshchi-gril-600x400.jpg,,,,930.00 KZT,
961,,"Летняя смесь «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/letnyaya-smes-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-letnyaya-smes-600x400.jpg,,,,850.00 KZT,
2049,,"Микс полезных овощей «Мираторг» замороженный, 400 г",https://baron.kz/index.php?route=product/product&path=198_225&product_id=2049,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/miks-poleznyh-ovoshchej-miratorg-zamorozhennyj-400-g-600x400.jpg,,,,890.00 KZT,
2050,,"Лечо по-венгерски «Мираторг» зам., 400 г",https://baron.kz/index.php?route=product/product&path=198_225&product_id=2050,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/lecho-po-vengerski-miratorg-zam-400-g-600x400.jpg,,,,630.00 KZT,
1121,,"Улыбки картофельные «Aviko»,зам., 450 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/ulybki-kartofelnye-aviko-zam-450-g/,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/ulybki-kartofelnye-aviko-zam-450-600x400.jpg,,,,1670.00 KZT,
2051,,"Кус-кус с овощами «Мираторг» зам., 400 г",https://baron.kz/index.php?route=product/product&path=198_225&product_id=2051,https://baron.kz/image/cache/catalog/catalog/frozen/zamovoshiiiyagodi/kus-kus-s-ovoshchami-miratorg-zam-400-g-600x400.jpg,,,,1060.00 KZT,
953,,"Шпинат измельченный «Мираторг» зам., 400 г",https://baron.kz/zamorozhennye-produkty/zamorozhennye-ovoshchi/shpinat-listovoj-miratorg-zam-400-g/,https://baron.kz/image/cache/catalog/catalog/frozen/miratorg-shpinat-listovoj-600x400.jpg,,,,1080.00 KZT,
936,,"Багет для французского хот-дога зам., 4 шт",https://baron.kz/vse-dlya-hot-dogov/baget-dlya-francuzskogo-hot-doga-4-sht/,https://baron.kz/image/cache/catalog/catalog/burgerihot-dog/baget-dlya-francuzskogo-hot-doga-600x400.jpg,,,,510.00 KZT,
935,,"Булочка для датского хот-дога зам., 3 шт",https://baron.kz/vse-dlya-hot-dogov/bulochka-dlya-datskogo-hot-doga%2C-3-sht/,https://baron.kz/image/cache/catalog/catalog/burgerihot-dog/bulochka-dlya-datskogo-hot-doga-600x400.jpg,,,,380.00 KZT,
933,,"Булочка для бургера с кунжутом зам., 2 шт",https://baron.kz/vse-dlya-burgerov/bulochka-dlya-burgera-s-kunzhutom-2-sht/,https://baron.kz/image/cache/catalog/catalog/burgerihot-dog/bulochka-dlya-burgera-s-kunzhutom-600x400.jpg,,,,375.00 KZT,
934,,"Черная булочка для бургера с кунжутом зам., 2 шт",https://baron.kz/vse-dlya-burgerov/chernaya-bulochka-dlya-burgera-s-kunzhutom%2C-2-sht/,https://baron.kz/image/cache/catalog/catalog/burgerihot-dog/bulochka-dlya-burgera-s-kunzhutom-(chernaya)-600x400.jpg,,,,490.00 KZT,
1011,,"Соус Грибной «3 желания», 250 г",https://baron.kz/sousy/sous-gribnoj-3-zhelaniya-250-g/,https://baron.kz/image/cache/catalog/catalog/sousi_specii/sous-gribnoj-3-zhelaniya-250-g-600x400.jpg,,,,395.00 KZT,
1010,,"Соус Чесночный «3 желания», 250 г",https://baron.kz/sousy/sous-chesnochnyj-3-zhelaniya-250-g/,https://baron.kz/image/cache/catalog/catalog/sousi_specii/sous-chesnochnyj-3-zhelaniya-600x400.jpg,,,,395.00 KZT,
1039,,"Горчица Заправская «3 желания», 140 г",https://baron.kz/sousy/gorchica-3-zhelaniya-140-g/,https://baron.kz/image/cache/catalog/catalog/sousi_specii/gorchica-3-zhelaniya-140-g-600x400.jpg,,,,220.00 KZT,
1008,,"Сыр Комо Сливочный 50%, 350 г",https://baron.kz/molochnye-produkty-yayco/syry/syr-komo-slivochnyj-50-350-g/,https://baron.kz/image/cache/catalog/catalog/milk_egg/cheese/sirslivochkomo-600x400.jpg,,,,1925.00 KZT,
1057,,"Корнишоны маринованные Bonduelle, 580 мл",https://baron.kz/solenya/kornishony-marinovannye-bonduelle-580-ml/,https://baron.kz/image/cache/catalog/catalog/konservy-i-solenya/kornishony-marinovannye-bonduelle-580-ml-600x400.jpg,,,,1285.00 KZT,
1007,,"Сыр Комо Сметанковый 50%, 350 г",https://baron.kz/molochnye-produkty-yayco/syry/syr-komo-smetankovyj-50-350-g/,https://baron.kz/image/cache/catalog/catalog/milk_egg/cheese/sirsmetankoviikomo-600x400.jpg,,,,2000.00 KZT,
1004,,"Piko Яблоко, 1 л",https://baron.kz/napitki/piko-yabloko-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikoyabloko-600x400.jpg,,,,725.00 KZT,
1003,,"Piko Мультифрукт, 1 л",https://baron.kz/napitki/piko-multifrukt-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikomultivitamin-600x400.jpg,,,,725.00 KZT,
1002,,"Piko Томат, 1 л",https://baron.kz/napitki/piko-tomat-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikotomat-600x400.jpg,,,,725.00 KZT,
1000,,"Piko Апельсин, 1 л",https://baron.kz/napitki/piko-apelsin-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikoapelsin-600x400.jpg,,,,725.00 KZT,
1015,,"Piko Морс, 1 л",https://baron.kz/napitki/piko-mors-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikomors-600x400.jpg,,,,725.00 KZT,
2014,,"Минеральная вода газированная Alex Saryagash, 1.5 л",https://baron.kz/index.php?route=product/product&path=229&product_id=2014,https://baron.kz/image/cache/catalog/catalog/napitki/mineralnaya-voda-gazirovannaya-alex-saryagash-1-5-l-600x400.jpg,,,,290.00 KZT,
992,,"Coca-cola, 1 л",https://baron.kz/napitki/coca-cola-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/cocacola-600x400.jpg,,,,560.00 KZT,
1883,,"Лимонад ягодно-фруктовый Red Mojito Gracio, 450 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1883,https://baron.kz/image/cache/catalog/catalog/napitki/limonad-yagodno-fruktovyj-red-mojito-gracio-450-ml-600x400.jpg,,,,480.00 KZT,
1620,,"Сок апельсин, манго, мандарин «Фруктовый сад», 950 мл",https://baron.kz/napitki/sok-apelsin-mango-mandarin-fruktovyj-sad-950-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-apelsin-mango-mandarin-fruktovyj-sad-950-ml-600x400.jpg,,,,600.00 KZT,
993,,"Coca-cola, 500 мл",https://baron.kz/napitki/coca-cola-0-5-l/,https://baron.kz/image/cache/catalog/catalog/napitki/cocacola5-600x400.jpg,,,,440.00 KZT,
1887,,"Сок яблоко DaDa, 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1887,https://baron.kz/image/cache/catalog/catalog/napitki/sok-yabloko-dada-1-9-l-600x400.jpg,,,,1125.00 KZT,
1889,,"Сок апельсин Gracio, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1889,https://baron.kz/image/cache/catalog/catalog/napitki/sok-apelsin-gracio-950-ml-600x400.jpg,,,,900.00 KZT,
1882,,"Вода негазированная клубника-киви ASU, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1882,https://baron.kz/image/cache/catalog/catalog/napitki/voda-negazirovannaya-klubnika-kivi-asu-1-l-600x400.jpg,,,,365.00 KZT,
1879,,"Вода негазированная ASU, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1879,https://baron.kz/image/cache/catalog/catalog/napitki/voda-negazirovannaya-asu-1-l-600x400.jpg,,,,315.00 KZT,
995,,"Fanta, 500 мл",https://baron.kz/napitki/fanta-0-5-l/,https://baron.kz/image/cache/catalog/catalog/napitki/fanta5-600x400.jpg,,,,440.00 KZT,
1913,,"Чай черный персик Lipton, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1913,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-persik-lipton-1-l-600x400.jpg,,,,470.00 KZT,
1872,,"Сок томат DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1872,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tomat-dada-950-ml-600x400.jpg,,,,680.00 KZT,
1896,,"Напиток зеленый чай Lipton, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1896,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-zelenyj-chaj-lipton-1-l-600x400.jpg,,,,470.00 KZT,
1886,,"Сок тропик Gracio, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1886,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tropik-gracio-950-ml-600x400.jpg,,,,825.00 KZT,
1867,,"Сок апельсин «Нектар Солнечный», 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1867,https://baron.kz/image/cache/catalog/catalog/napitki/sok-apelsin-nektar-solnechnyj-1-9-l-600x400.jpg,,,,940.00 KZT,
1609,,"Coca-cola, 250 мл",https://baron.kz/napitki/coca-cola-250-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/coca-cola-250-ml-600x400.jpg,,,,445.00 KZT,
1871,,"Сок яблоко DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1871,https://baron.kz/image/cache/catalog/catalog/napitki/sok-yabloko-dada-950-ml-600x400.jpg,,,,680.00 KZT,
997,,"Sprite, 1 л",https://baron.kz/napitki/sprite-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/spite1-600x400.jpg,,,,560.00 KZT,
1885,,"Сок томат Gracio, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1885,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tomat-gracio-950-ml-600x400.jpg,,,,825.00 KZT,
994,,"Fanta, 1 л",https://baron.kz/napitki/fanta-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/fanta1-600x400.jpg,,,,560.00 KZT,
1870,,"Сок клубника-яблоко DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1870,https://baron.kz/image/cache/catalog/catalog/napitki/sok-klubnika-yagody-dada-950-ml-600x400.jpg,,,,680.00 KZT,
1899,,"Чай черный малина Lipton, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1899,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-malina-lipton-1-l-600x400.jpg,,,,470.00 KZT,
1619,,"Сок яблоко «Фруктовый сад», 950 мл",https://baron.kz/napitki/sok-yabloko-fruktovyj-sad-950-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-yabloko-fruktovyj-sad-950-ml-600x400.jpg,,,,600.00 KZT,
1884,,"Сок персик отборный Gracio, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1884,https://baron.kz/image/cache/catalog/catalog/napitki/sok-persik-otbornyj-gracio-950-ml-600x400.jpg,,,,825.00 KZT,
1898,,"Напиток зеленый чай Lipton, 500 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1898,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-zelenyj-chaj-lipton-500-ml-600x400.jpg,,,,365.00 KZT,
1881,,"Вода негазированная лимон ASU, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1881,https://baron.kz/image/cache/catalog/catalog/napitki/voda-negazirovannaya-limon-asu-1-l-600x400.jpg,,,,365.00 KZT,
1901,,"Чай черный лимон Lipton, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1901,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-limon-lipton-1-l-600x400.jpg,,,,470.00 KZT,
1866,,"Сок тропик «Нектар Солнечный», 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1866,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tropik-nektar-solnechnyj-1-9-l-600x400.jpg,,,,940.00 KZT,
1914,,"Чай черный персик Lipton, 500 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1914,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-persik-lipton-500-ml-600x400.jpg,,,,365.00 KZT,
1900,,"Чай черный малина Lipton, 500 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1900,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-malina-lipton-500-ml-600x400.jpg,,,,365.00 KZT,
1874,,"Сок тропик DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1874,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tropik-dada-950-ml-600x400.jpg,,,,625.00 KZT,
1616,,"Сок томатный J7, 970 мл",https://baron.kz/napitki/sok-tomatnyj-j7-970-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tomatnyj-j7-970-ml-600x400.jpg,,,,825.00 KZT,
1877,,"Сок персик DaDa, 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1877,https://baron.kz/image/cache/catalog/catalog/napitki/sok-persik-dada-1-9-l-600x400.jpg,,,,1125.00 KZT,
1875,,"Сок апельсин DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1875,https://baron.kz/image/cache/catalog/catalog/napitki/sok-apelsin-dada-950-ml-600x400.jpg,,,,625.00 KZT,
1912,,"Чай черный персик Lipton, 1.5 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1912,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-persik-lipton-1-5-l-600x400.jpg,,,,625.00 KZT,
1622,,"Сок персик яблоко «Фруктовый сад», 950 мл",https://baron.kz/napitki/sok-persik-yabloko-fruktovyj-sad-950-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-persik-yabloko-fruktovyj-sad-950-ml-600x400.jpg,,,,600.00 KZT,
1873,,"Сок персик DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1873,https://baron.kz/image/cache/catalog/catalog/napitki/sok-persik-dada-950-ml-600x400.jpg,,,,640.00 KZT,
1869,,"Сок мультиягоды DaDa, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1869,https://baron.kz/image/cache/catalog/catalog/napitki/sok-multiyagody-dada-950-ml-600x400.jpg,,,,625.00 KZT,
1617,,"Сок мультифрукт J7, 970 мл",https://baron.kz/napitki/sok-multifrukt-j7-970-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-multifrukt-j7-970-ml-600x400.jpg,,,,825.00 KZT,
2017,,"Напиток газированный «Лимонад» Holiday, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=2017,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-gazirovannyj-limonad-holiday-1-5-l-600x400.jpg,,,,470.00 KZT,
1614,,"Вода негазированная Bonaqua, 5 л",https://baron.kz/napitki/voda-bonaqua-negazirovannaya-5-l/,https://baron.kz/image/cache/catalog/catalog/napitki/voda-bonaqua-negazirovannaya-5-l-600x400.jpg,,,,720.00 KZT,
1902,,"Чай черный лимон Lipton, 1.5 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1902,https://baron.kz/image/cache/catalog/catalog/napitki/chaj-chernyj-limon-lipton-1-5-l-600x400.jpg,,,,625.00 KZT,
1621,,"Сок мультифрукт «Фруктовый сад», 950 мл",https://baron.kz/napitki/sok-multifrukt-fruktovyj-sad-950-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-multifrukt-fruktovyj-sad-950-ml-600x400.jpg,,,,600.00 KZT,
1615,,"Сок яблочный осветленный J7, 970 мл",https://baron.kz/napitki/sok-yablochnyj-osvetlennyj-j7-970-ml/,https://baron.kz/image/cache/catalog/catalog/napitki/sok-yablochnyj-osvetlennyj-j7-970-ml-600x400.jpg,,,,825.00 KZT,
1897,,"Напиток зеленый чай Lipton, 1.5 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1897,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-zelenyj-chaj-lipton-1-5-l-600x400.jpg,,,,625.00 KZT,
1892,,"Напиток Mirinda, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1892,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-mirinda-1-l-600x400.jpg,,,,470.00 KZT,
1890,,"Сок яблоко Gracio, 950 мл",https://baron.kz/index.php?route=product/product&path=229&product_id=1890,https://baron.kz/image/cache/catalog/catalog/napitki/sok-yabloko-gracio-950-ml-600x400.jpg,,,,760.00 KZT,
1868,,"Сок персик «Нектар Солнечный», 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1868,https://baron.kz/image/cache/catalog/catalog/napitki/sok-persik-nektar-solnechnyj-1-9-l-600x400.jpg,,,,940.00 KZT,
1001,,"Piko Персик, 1 л",https://baron.kz/napitki/piko-persik-1-l/,https://baron.kz/image/cache/catalog/catalog/napitki/pikopersik-600x400.jpg,,,,725.00 KZT,
1888,,"Сок тропик DaDa, 1.9 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1888,https://baron.kz/image/cache/catalog/catalog/napitki/sok-tropik-dada-1-9-l-600x400.jpg,,,,1125.00 KZT,
1891,,"Напиток 7 Up, 1 л",https://baron.kz/index.php?route=product/product&path=229&product_id=1891,https://baron.kz/image/cache/catalog/catalog/napitki/napitok-7-up-1-l-600x400.jpg,,,,470.00 KZT,
1040,,"Круассан сливочный зам., 3 шт",https://baron.kz/vypechka/kruassan-slivochnyj-zam-3-sht/,https://baron.kz/image/cache/catalog/catalog/vipechka/kruassansliv-600x400.jpg,,,,1215.00 KZT,
1035,,"Булочка Панини зам., 2 шт",https://baron.kz/vypechka/bulochka-panini-2-sht/,https://baron.kz/image/cache/catalog/catalog/bakaleya/0u0a6839-600x400.jpg,,,,565.00 KZT,
1022,,"Молоко сгущённое цельное «3 желания» 8,5%, 380 г",https://baron.kz/molochnye-produkty-yayco/molochnye-produkty/moloko-sgushchyonnoe-celnoe-3-zhelaniya-8-5-380-g/,https://baron.kz/image/cache/catalog/catalog/bakaleya/sgushenka-600x400.jpg,,,,875.00 KZT,
1038,,"Тортилья пшеничная зам., 800 г",https://baron.kz/vypechka/tortilya-pshenichnaya-zam-500-g/,https://baron.kz/image/cache/catalog/catalog/bakaleya/tortilyagotov-600x400.jpg,,,,1120.00 KZT,
1036,,"Булочка Чиабатта зам., 2 шт",https://baron.kz/vypechka/bulochka-chiabatta-2-sht/,https://baron.kz/image/cache/catalog/catalog/bakaleya/0u0a6469-600x400.jpg,,,,530.00 KZT,
1302,,"Фарш свиной кормовой для собак и кошек зам., 2 кг",https://baron.kz/korm-dlya-domashnih-zhivotnyh/farsh-svinoj-kormovoj-dlya-sobak-i-koshek-zam-2-kg/,https://baron.kz/image/cache/catalog/catalog/korm-dlya-sobak/bf_farsh_dlya_koshek_i_sobak-600x400.jpg,,,,350.00 KZT,
1185,,"Фарш свиной кормовой для собак и кошек зам., 10 кг",https://baron.kz/korm-dlya-domashnih-zhivotnyh/farsh-svinoj-kormovoj-dlya-sobak-i-koshek/,https://baron.kz/image/cache/catalog/catalog/korm-dlya-sobak/bf_farsh_dlya_koshek_i_sobak_block-600x400.jpg,,,,350.00 KZT,
1125,,"Шкура перекрученная свиная зам., 4 кг",https://baron.kz/korm-dlya-domashnih-zhivotnyh/shkura-perekruchennaya-svinaya-zam-4-kg/,https://baron.kz/image/cache/catalog/catalog/korm-dlya-sobak/bf_korm_shkura-600x400.jpg,,,,400.00 KZT,
1123,,"Корм для собак зам., 1 кг",https://baron.kz/korm-dlya-domashnih-zhivotnyh/korm-dlya-sobak-zam-2-kg/,https://baron.kz/image/cache/catalog/catalog/korm-dlya-sobak/bf_korm_kasha-600x400.jpg,,,,250.00 KZT,
2011,,"Смородина черная протертая с сахаром «Барские продукты», 280 г",https://baron.kz/index.php?route=product/product&path=271&product_id=2011,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/smorodina-chernaya-protertaya-s-saharom-barskie-produkty-280-g-600x400.jpg,,,,1015.00 KZT,
2010,,"Облепиха протертая с сахаром «Барские продукты», 280 г",https://baron.kz/index.php?route=product/product&path=271&product_id=2010,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/oblepiha-protertaya-s-saharom-barskie-produkty-280-g-600x400.jpg,,,,1015.00 KZT,
2009,,"Лимоны протертые с сахаром «Барские продукты», 280 г",https://baron.kz/index.php?route=product/product&path=271&product_id=2009,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/limony-protertye-s-saharom-barskie-produkty-280-g-600x400.jpg,,,,880.00 KZT,
2008,,"Клубника протертая с сахаром «Барские продукты», 280 г",https://baron.kz/index.php?route=product/product&path=271&product_id=2008,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/klubnika-protertaya-s-saharom-barskie-produkty-280-g-600x400.jpg,,,,1015.00 KZT,
1800,,"Джем клубничный «Махеевъ», 300 г",https://baron.kz/vse-k-chayu/dzhem-klubnichnyj-maheev-300-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/dzhem-klubnichnyj-maheev-300-g-600x400.jpg,,,,710.00 KZT,
1801,,"Джем персик-манго «Махеевъ», 300 г",https://baron.kz/vse-k-chayu/dzhem-persik-mango-maheev-300-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/dzhem-persik-mango-maheev-300-g-600x400.jpg,,,,710.00 KZT,
1799,,"Джем лимонный «Махеевъ», 300 г",https://baron.kz/vse-k-chayu/dzhem-limonnyj-maheev-300-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/dzhem-limonnyj-maheev-300-g-600x400.jpg,,,,710.00 KZT,
1593,,"Печенье Choco Pir «Султан», 240 г",https://baron.kz/vse-k-chayu/pechene-choco-pir-sultan-240-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/pechene-choco-pir-sultan-240-g-600x400.jpg,,,,885.00 KZT,
1971,,"Конфеты Raffaello, 150 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1971,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-raffaello-150-g-600x400.jpg,,,,2070.00 KZT,
1595,,"Печенье с какао Choco Pir «Султан», 360 г",https://baron.kz/vse-k-chayu/pechene-s-kakao-choco-pir-sultan-360-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/pechene-s-kakao-choco-pir-sultan-360-g-600x400.jpg,,,,1225.00 KZT,
1594,,"Печенье Choco Pir «Султан», 360 г",https://baron.kz/vse-k-chayu/pechene-choco-pir-sultan-360-g/,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/pechene-choco-pir-sultan-360-g-600x400.jpg,,,,1225.00 KZT,
1976,,"Конфеты Raffaello, 90 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1976,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-raffaello-90-g-600x400.jpg,,,,1815.00 KZT,
1972,,"Конфеты Raffaello, 240 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1972,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-raffaello-240-g-600x400.jpg,,,,3495.00 KZT,
1991,,"Круассаны-мини ванильные 7Days, 200 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1991,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/kruassany-mini-vanilnye-7days-200-g-600x400.jpg,,,,1035.00 KZT,
1973,,"Конфеты Raffaello, 70 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1973,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-raffaello-70-g-600x400.jpg,,,,1170.00 KZT,
1970,,"Конфеты Raffaello, 100 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1970,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-raffaello-100-g-600x400.jpg,,,,2376.00 KZT,
1978,,"Конфеты Ferrero Rocher пенал, 75 г",https://baron.kz/index.php?route=product/product&path=271&product_id=1978,https://baron.kz/image/cache/catalog/catalog/vse-k-chayu/konfety-ferrero-rocher-penal-75-g-600x400.jpg,,,,1560.00 KZT,
